ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45691912,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"calle 48g bis sur # 9 - 59","kr 1 # 12d - 32",ABANDONADO,1609459364835,"2021-01-01 00:02:44",NULL,11001,NULL,NULL,NULL,4.598765669359916,4.560463216000073,-74.06784944236279,-74.11508787199995,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9187610,NULL,NULL,NULL,NULL,NULL,"kr 1 # 12 d - par",NULL,"LAS AGUAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691913,NULL,157105,180,4,5,148848753607059448278,...,11600,60,NULL,"KR 72ABIS # CL 53A (BOGOTA)","cl 106b # 54 - 42",CUMPLIDO,1609459365589,"2021-01-01 00:02:45",NULL,11001,NULL,NULL,NULL,4.696366774397746,4.672331540000073,-74.06432166695595,-74.10704010699993,EFECTIVO,NULL,APP,ESO071,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,20114,NULL,NULL,148848753607059448278,NULL,NULL,"cl 106 b # 54 - par","Pago definido/preliquidado por 11600","PUENTE LARGO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691914,NULL,NULL,180,NULL,NULL,NULL,NULL,18800,60,NULL,"Avenida de las Américas 32-53","kr 4p # 56 - 20 sur",ABANDONADO,1609459366889,"2021-01-01 00:02:46",NULL,11001,NULL,NULL,NULL,4.541728042697952,4.62458,-74.11894351243973,-74.08644,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397114,NULL,NULL,NULL,NULL,NULL,"kr 4 p # 56 sur - par",NULL,"LA PICOTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691915,NULL,107589,180,NULL,NULL,151586461105432378544,...,10500,60,NULL,"Avenida Boyacá 66A-66","kr 112b # 69a - 18",CANCELADO,1609459367586,"2021-01-01 00:02:47",NULL,11001,NULL,NULL,NULL,4.708799065668184,4.68116,-74.13236159831285,-74.09892,EFECTIVO,NULL,APP,WGL112,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9368472,NULL,NULL,151586461105432378544,NULL,"USU|AppUsuario|El conductor nunca respondió","kr 112 b # 69 a - par",NULL,MARANDU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691916,NULL,NULL,180,NULL,NULL,NULL,NULL,11000,60,NULL,"KR 11 # 183A - 61","cl 162 # 95 - 15",ABANDONADO,1609459368319,"2021-01-01 00:02:48",NULL,11001,NULL,NULL,NULL,4.757197204505577,4.761327263423044,-74.08045247197151,-74.03313059359789,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8544981,NULL,NULL,NULL,NULL,NULL,"cl 162 # 95 - impar",NULL,"PRADOS DEL SALITRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691917,NULL,NULL,180,NULL,NULL,NULL,NULL,21500,60,NULL,"CL 36 Sur # 4A - 29","cl 73a # 70a - 3",ABANDONADO,1609459368350,"2021-01-01 00:02:48",NULL,11001,NULL,NULL,NULL,4.686384960349037,4.561877523000078,-74.09057077020407,-74.09967510899992,EFECTIVO,NULL,APP,NULL,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,8192613,NULL,NULL,NULL,NULL,NULL,"cl 73 a # 70 a - impar",NULL,BONANZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691918,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"KR 71 # 62B - 35 Sur","kr 73f # 62a - 15 sur",ABANDONADO,1609459368399,"2021-01-01 00:02:48",NULL,11001,NULL,NULL,NULL,4.59041304127281,4.590154369918056,-74.17090326547623,-74.16364621371031,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8826632,NULL,NULL,NULL,NULL,NULL,"kr 73 f # 62 a sur - impar",NULL,GALICIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691919,NULL,NULL,180,NULL,NULL,NULL,NULL,17300,60,NULL,"Carrera 12 # 74B - 34 Sur","cl 3 # 14 - 36",ABANDONADO,1609459368445,"2021-01-01 00:02:48",NULL,11001,NULL,NULL,NULL,4.5951076,4.5158588360000635,-74.0868176,-74.11523994799995,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8972447,NULL,NULL,NULL,NULL,NULL,"cl 3 # 14 - par",NULL,"EDUARDO SANTOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691920,NULL,129843,180,NULL,5,155141169127866233341,...,13500,60,NULL,"AK 72 # CL 152B (BOGOTA)","cl 74 # 83 - 46",CUMPLIDO,1609459369037,"2021-01-01 00:02:49",NULL,11001,NULL,NULL,NULL,4.696647460731295,4.7389275870000915,-74.10289082676172,-74.06677599999995,EFECTIVO,NULL,APP,WLT407,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8469472,NULL,NULL,155141169127866233341,NULL,NULL,"cl 74 # 83 - par","Pago definido/preliquidado por 13500","LA SOLEDAD NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691921,NULL,157173,180,0,NULL,161197651313251169482,...,9300,60,NULL,"KR 72B # CL 10 (BOGOTA)","cl 63f # 73 - 35",CUMPLIDO,1609459369402,"2021-01-01 00:02:49",NULL,11001,NULL,NULL,NULL,4.676951360103374,4.64085,-74.1043009981513,-74.13649,EFECTIVO,NULL,APP,ESO463,4,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,8952499,NULL,NULL,161197651313251169482,NULL,NULL,"cl 63 f # 73 - impar","Pago definido/preliquidado por 9300","EL ENCANTO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691922,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"Sendero de Paz","kr 18a bis # 58 - 20 sur",ABANDONADO,1609459369559,"2021-01-01 00:02:49",NULL,11001,NULL,NULL,NULL,4.564042117983668,4.56771,-74.13397494703531,-74.12423,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,4658128,NULL,NULL,NULL,NULL,NULL,"kr 18 a bis # 58 sur - par",NULL,"SAN BENITO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691923,NULL,173877,180,NULL,NULL,161139278469553639375,...,31800,60,NULL,"4.7009718,-74.1460972","cl 28c sur # 12j - 78",CUMPLIDO,1609459369762,"2021-01-01 00:02:49",NULL,11001,NULL,NULL,NULL,4.576960001376287,4.7009718,-74.10726249217987,-74.1460972,EFECTIVO,NULL,APP,SIM262,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8958511,NULL,NULL,161139278469553639375,NULL,NULL,"cl 28 c sur # 12 j - par","Pago definido/preliquidado por 31800","GUSTAVO RESTREPO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691924,NULL,NULL,180,NULL,NULL,NULL,NULL,7300,60,NULL,"cl 39a sur # 6 - 61 este","calle 69 sur # 11d - 15...",ABANDONADO,1609459370097,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.524534399000061,4.5506228950000605,-74.09104267799995,-74.09055251299992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8813738,NULL,NULL,NULL,NULL,NULL,"cl 69 sur # 11 d - impar",NULL,"SANTA MARTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691925,NULL,NULL,180,NULL,NULL,NULL,NULL,18900,60,NULL,"calle 89 sur # 2 - 11","cl 36 sur # 4a - 36",ABANDONADO,1609459370101,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.561953618090787,4.502792268000064,-74.09969061613083,-74.10578210799991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9141754,NULL,NULL,NULL,NULL,NULL,"cl 36 sur # 4 a - par",NULL,"VILLA DE LOS ALPES II SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691926,NULL,NULL,180,NULL,NULL,NULL,NULL,16000,60,NULL,"CL 17 Sur # 18 - 13","kr 81h # 51c - 3 sur",ABANDONADO,1609459370271,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.621358346947849,4.585556423000071,-74.17552806437016,-74.10084140799995,EFECTIVO,NULL,APP,NULL,NULL,7000,NORMAL,TIEMPO_RUTA,NORMAL,0,9386500,NULL,NULL,NULL,NULL,NULL,"kr 81 h # 51 c sur - impar",NULL,"GRAN BRITALIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691927,NULL,NULL,180,NULL,NULL,NULL,NULL,10200,60,NULL,"Instituto Leonard Euler","cl 52 sur # 95a - 10",ABANDONADO,1609459370377,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.640501605496914,4.608040199999999,-74.18448429554701,-74.1691551,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397397,NULL,NULL,NULL,NULL,NULL,"cl 52 sur # 95 a - par",NULL,"PARCELA EL PORVENIR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691928,NULL,NULL,180,NULL,NULL,NULL,NULL,17200,60,NULL,"KR 72C # 55B - 23 Sur","kr 108 # 20b - 39",ABANDONADO,1609459370440,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.6808332831251915,4.602173852000078,-74.1469256579876,-74.16512931299991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9351989,NULL,NULL,NULL,NULL,NULL,"kr 108 # 20 b - impar",NULL,PALESTINA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691929,NULL,NULL,180,NULL,NULL,NULL,NULL,21000,60,NULL,"kr 78a # 42b - 33 sur","kr 94h # 84 - 47",ABANDONADO,1609459370696,"2021-01-01 00:02:50",NULL,11001,NULL,NULL,NULL,4.7106943306901155,4.6129087,-74.10309132188559,-74.159402,EFECTIVO,NULL,APP,NULL,NULL,7000,NORMAL,TIEMPO_RUTA,NORMAL,0,9170115,NULL,NULL,NULL,NULL,NULL,"kr 94 h # 84 - impar",NULL,"CIUDAD QUIRIGUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691930,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"CL 31A Sur # 1A - 17","kr 9 este # 29 - 60 sur",ABANDONADO,1609459371074,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.5599830899789024,4.562735009864602,-74.08447578549385,-74.0940385311842,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8473129,NULL,NULL,NULL,NULL,NULL,"kr 9 este # 29 sur - par",NULL,"RAMAJAL (SAN PEDRO)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691931,NULL,172804,180,NULL,5,149632785830968076697,...,4800,60,NULL,"KR 60 # CL 71 (BOGOTA)","cl 76 # 55 - 34",CUMPLIDO,1609459371083,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.673779842763274,4.672405382000079,-74.0740567445755,-74.0801930799999,EFECTIVO,NULL,APP,WGH440,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8875799,NULL,NULL,149632785830968076697,NULL,NULL,"cl 76 # 55 - par","Pago definido/preliquidado por 4800","JORGE ELIECER GAITAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691932,NULL,NULL,180,NULL,NULL,NULL,NULL,15200,60,NULL,"Cai Piamonte","calle 12c # 71c - 31",CANCELADO,1609459371087,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.643557721000093,4.60232,-74.12655393299991,-74.19029,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8780159,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 12 c # 71 c - impar",NULL,"VILLA ALSACIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691933,NULL,NULL,180,NULL,NULL,NULL,NULL,17400,60,NULL,"calle 55a # 85k - 22","cl 157c # 91 - 86",ABANDONADO,1609459371277,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.754712341165903,4.682321114000047,-74.0791817754507,-74.11474607899993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8627299,NULL,NULL,NULL,NULL,NULL,"cl 157 c # 91 - par",NULL,"TUNA ALTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691934,NULL,NULL,180,NULL,NULL,NULL,NULL,9900,60,NULL,"Parque Cayetano Cañizares","cl 39h bis sur # 68g - 67",ABANDONADO,1609459371355,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.602000686464017,4.62484405700008,-74.14187137037516,-74.1617004219999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8179427,NULL,NULL,NULL,NULL,NULL,"cl 39 h bis sur # 68 g - impar",NULL,"VILLA NUEVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691935,NULL,NULL,180,NULL,NULL,NULL,NULL,21700,60,NULL,"Bosques de Mariana","cl 11 # 19 - 51",ABANDONADO,1609459371497,"2021-01-01 00:02:51",NULL,11001,NULL,NULL,NULL,4.605129749453928,4.70899,-74.08654879778624,-74.1258,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9380319,NULL,NULL,NULL,NULL,NULL,"cl 11 # 19 - impar",NULL,"LA PEPITA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691936,434,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cra. 99 64 g 38",ABANDONADO,1609459372248,"2021-01-01 00:02:52",NULL,11001,17089096,NULL,CASA,4.6958564,NULL,-74.12217719,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,9397412,NULL,9397412,NULL,NULL,NULL,"kr 99 # 64 g - par",NULL,ALAMOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691937,NULL,NULL,180,NULL,NULL,NULL,NULL,24800,60,NULL,"KR 14 Este # 42C - 32 Sur","kr 29c # 74a - 24",CANCELADO,1609459372345,"2021-01-01 00:02:52",NULL,11001,NULL,NULL,NULL,4.6690671506749,4.544339161000039,-74.07129038125277,-74.08301859199992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8922083,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 29 c # 74 a - par",NULL,"ONCE DE NOVIEMBRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691938,NULL,NULL,180,NULL,NULL,NULL,NULL,20900,60,NULL,"KR 99C # 60 - 28 Sur","kr 123 # 14b - 46",ABANDONADO,1609459372629,"2021-01-01 00:02:52",NULL,11001,NULL,NULL,NULL,4.6816172171059565,4.637518948000093,-74.16546273976564,-74.19765162099992,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9167887,NULL,NULL,NULL,NULL,NULL,"kr 123 # 14 b - par",NULL,"EL PORVENIR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691939,NULL,NULL,180,NULL,NULL,NULL,NULL,20600,60,NULL,"Distrito Militar No 3","kr 1a # 65a - 3",ABANDONADO,1609459372944,"2021-01-01 00:02:53",NULL,11001,NULL,NULL,NULL,4.646370732982771,4.62731,-74.05377220362425,-74.14968,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8519136,NULL,NULL,NULL,NULL,NULL,"kr 1 a # 65 a - impar",NULL,"NUEVA GRANADA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691940,NULL,157147,180,5,5,102636063288045145456,...,6100,60,NULL,"CL 67 # AK 11 (BOGOTA)","kr 7 # 48 - 32",CUMPLIDO,1609459373208,"2021-01-01 00:02:53",NULL,11001,NULL,NULL,NULL,4.6350364525313115,4.653054,-74.06359177082777,-74.062091,EFECTIVO,NULL,APP,ESM838,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9205364,NULL,NULL,102636063288045145456,NULL,NULL,"kr 7 # 48 - par","Pago definido/preliquidado por 6100","PARDO RUBIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691941,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,60,NULL,"CL 6 Sur # 87D - 79","tv 7a # 30i - 14",ABANDONADO,1609459373696,"2021-01-01 00:02:53",NULL,25754,NULL,NULL,NULL,4.58755227792306,4.6403983447744555,-74.2062671855092,-74.16176162660122,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,6958653,NULL,NULL,NULL,NULL,NULL,"tv 7 a # 30 i - par",NULL,"ZONAS COMERCIALES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691942,NULL,NULL,180,NULL,NULL,NULL,NULL,22700,60,NULL,"Polideportivo Molinos 2","cl 73 sur # 95a - 23",ABANDONADO,1609459373909,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.631194044395969,4.55171,-74.20378983020782,-74.10793,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9389783,NULL,NULL,NULL,NULL,NULL,"cl 73 sur # 95 a - impar",NULL,"SAN BERNARDINO XIX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691943,NULL,NULL,180,NULL,NULL,NULL,NULL,8400,60,NULL,"KR 85L # 63F - 10","tv 88 # 19a - 50",ABANDONADO,1609459374416,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.6651463993078846,4.684728216697826,-74.13393471390009,-74.11262288689612,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8506414,NULL,NULL,NULL,NULL,NULL,"tv 88 # 19 a - par",NULL,"EL TINTAL A.S.D.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691944,NULL,NULL,180,NULL,NULL,NULL,NULL,29800,60,NULL,"Colegio Cafam Los Naranjos","kr 114 # 148 - 30",ABANDONADO,1609459374422,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.752084129848072,4.60837,-74.10129055380821,-74.19494,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4954099,NULL,NULL,NULL,NULL,NULL,"kr 114 # 148 - par",NULL,TIBABUYES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691945,159,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 153 114  b 58",ABANDONADO,1609459374487,"2021-01-01 00:02:54",NULL,11001,,NULL,"CJ ARRAYANES DE SUBA",4.75837452,NULL,-74.09845936,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,9397404,NULL,9397404,NULL,NULL,NULL,"cl 153 # 114 b - par",NULL,"SUBA LOS ALMENDROS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691946,NULL,119258,180,NULL,NULL,159167817678415311699,...,8600,60,NULL,"DG 64 BIS # 19 - 5","tv 50 # 77b - 14 sur",CANCELADO,1609459374548,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.571116703266828,4.558254528643429,-74.16890501976012,-74.14507493376732,EFECTIVO,NULL,APP,SHJ422,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9261619,NULL,NULL,159167817678415311699,NULL,"USU|AppUsuario|Ya no necesito el Taxi","tv 50 # 77 b sur - par",NULL,BRISAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691947,NULL,NULL,180,NULL,NULL,NULL,NULL,14700,60,NULL,"CL 175 # 15 - 20","cl 151c # 115 - 3",ABANDONADO,1609459374585,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.756424047772775,4.755257464000067,-74.10193394869566,-74.03780953299992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8581227,NULL,NULL,NULL,NULL,NULL,"cl 151 c # 115 - impar",NULL,A.S.D.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691948,NULL,NULL,180,NULL,NULL,NULL,NULL,17700,60,NULL,"CL 65 BIS # 68B - 71","kr 78b # 41c - 13 sur",ABANDONADO,1609459374797,"2021-01-01 00:02:54",NULL,11001,NULL,NULL,NULL,4.614818294518777,4.673129230488241,-74.15730345994234,-74.09185118973257,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8415170,NULL,NULL,NULL,NULL,NULL,"kr 78 b # 41 c sur - impar",NULL,TIMIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691949,NULL,NULL,180,NULL,NULL,NULL,NULL,12800,60,NULL,"CL 49 Sur # 89B - 73","cl 7a bis a # 72 - 36",ABANDONADO,1609459375195,"2021-01-01 00:02:55",NULL,11001,NULL,NULL,NULL,4.633949699452226,4.635757586000068,-74.1387227922678,-74.18179653999994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,8791079,NULL,NULL,NULL,NULL,NULL,"cl 7 a bis a # 72 - par",NULL,"LAS DOS AVENIDAS II ETAPA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691950,NULL,NULL,180,NULL,NULL,NULL,NULL,5600,60,NULL,"carrera 15f # 80 - 53 sur","kr 17b # 66a - 19 sur",ABANDONADO,1609459375428,"2021-01-01 00:02:55",NULL,11001,NULL,NULL,NULL,4.551724593347381,4.535811434000038,-74.13788828998804,-74.13796609199994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9060653,NULL,NULL,NULL,NULL,NULL,"kr 17 b # 66 a sur - impar",NULL,"LA ALAMEDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691951,NULL,125673,180,5,5,158783419671861238439,...,8500,60,NULL,"KR 84 # CL 24C (BOGOTA)","cl 64h # 69h - 7",CUMPLIDO,1609459376024,"2021-01-01 00:02:56",NULL,11001,NULL,NULL,NULL,4.674613240449958,4.671550104000062,-74.09567568451166,-74.12295616799992,EFECTIVO,NULL,APP,TUO312,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8100581,NULL,NULL,158783419671861238439,NULL,NULL,"cl 64 h # 69 h - impar","Pago definido/preliquidado por 8500","LA ESTRADA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691952,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"KR 29B # 27 - 55 Sur","ac 17 # 72 - 13",ABANDONADO,1609459376447,"2021-01-01 00:02:56",NULL,11001,NULL,NULL,NULL,4.648701928978823,4.591632298000093,-74.12767946720123,-74.1129021779999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9262533,NULL,NULL,NULL,NULL,NULL,"ac 17 # 72 - impar",NULL,"EL TINTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691953,NULL,NULL,180,NULL,NULL,NULL,NULL,22100,60,NULL,"Panaderia y Cafeteria Mi Rubis de la 41","kr 65 # 11 - 30",ABANDONADO,1609459376651,"2021-01-01 00:02:56",NULL,11001,NULL,NULL,NULL,4.632370696383172,4.5464204,-74.11614932119846,-74.082498,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9069519,NULL,NULL,NULL,NULL,NULL,"kr 65 # 11 - par",NULL,"SALAZAR GOMEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691954,NULL,NULL,180,NULL,NULL,NULL,NULL,22700,60,NULL,"CL 78D BIS # 104 - 27","cl 38 sur # 53 - 37",CANCELADO,1609459376850,"2021-01-01 00:02:56",NULL,11001,NULL,NULL,NULL,4.602716866465709,4.712610224000059,-74.13237400352955,-74.1158148159999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9160061,NULL,NULL,NULL,NULL,USU|DESCONOCIDO,"cl 38 sur # 53 - impar",NULL,"LA ALQUERIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
